01idhab;02idpolhab;03numsite;04cdhab;05lbhab;06rechab;07surfhab;08calrecha;09habdom;10cohabpol;11cdhabref;12lball;13autall;14lbsal;15autsal;16lbass;17autass;18formveg;19stadhhab;20cdn2000;21lbn2000;22cdcahab;23lbcahab;24cdcb;25lbcb;26cdeunis;27lbeunis;28cddynhab;29lbdynhab;30cdusagpr;31lbusagpr;32plusages;33cddegprh;34lbdegprh;35pldeghab;36cdedchab;37lbedchab;38cdgest;39lbgest;40plgest;41cdrestau;42lbrestau;43cdhabori;44cocbn;45evalcbn;46uuidhab;47uuidpol;;;;;;;;;;;;;;;;;;;;
2539;2539;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,18;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2540;2540;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,02;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2541;2541;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2542;2542;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,09;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2543;2543;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2544;2544;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2545;2545;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,24;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2546;2546;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,02;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2547;2547;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2548;2548;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,6;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2549;2549;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,04;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2550;2550;FR8201720;GOL_SAB;Sable stable avec peu ou pas de végétation;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85;Parcs urbains et grands jardins;H5.32;Sable stable avec peu ou pas de végétation;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2551;2551;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,02;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2552;2552;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,03;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2553;2553;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,16;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2554;2554;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,09;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2555;2555;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,02;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2556;2556;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;1,78;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2557;2557;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;1,15;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2558;2558;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,02;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2559;2559;FR8201720;GOL_MUR;Murs des vieilles villes;100;0;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1.31;Murs des vieilles villes;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2560;2560;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2561;2561;FR8201720;GOL_SAB;Sable stable avec peu ou pas de végétation;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85;Parcs urbains et grands jardins;H5.32;Sable stable avec peu ou pas de végétation;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2562;2562;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,55;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2563;2563;FR8201720;GOL_MUR;Murs des vieilles villes;100;0;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1.31;Murs des vieilles villes;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2564;2564;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,07;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2565;2565;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,73;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2566;2566;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,46;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2567;2567;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,05;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2568;2568;FR8201720;GOL_SAB;Sable stable avec peu ou pas de végétation;100;0;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85;Parcs urbains et grands jardins;H5.32;Sable stable avec peu ou pas de végétation;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2569;2569;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2570;2570;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,02;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2572;2572;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,02;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2573;2573;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,27;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2576;2576;FR8201720;CHE_ANT;Murs des vieilles villes;100;0,01;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;86;Villes, villages et sites industriels;J1;Bâtiments des villes et des villages;-1;non renseigné;NR;non renseigné;U;NR;non renseigné;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2577;2577;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,2;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2578;2578;FR8201720;GOL_GAZ;Gazon des stades sportifs;100;0,04;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.63;Gazons des stades sportifs;-1;non renseigné;NR;non renseigné;U;G02.07;Terrain de sport;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2579;2579;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;0,05;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2580;2580;FR8201720;XER_BRO;Pelouse calciocole xérophile des régions médio-européennes;100;0,1;O;oui;;16544;Xerobromion erecti;(Br.-Bl. & Moor 1938) Moravec in Holub, Hejn´y, Moravec & Neuhäusl 1967;non renseigné;non renseigné;non renseigné;non renseigné;pelouses et prairies sèches;IC;6210;Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco Brometalia) (* sites d'orchidées remarquables);6210;Sous-type 3 - Pelouses calcicoles subatlantiques xérophiles;34.332;Pelouses médio-européennes du Xerobromion;E1.272;Pelouses médio-européennes du Xerobromion;3;régressive;A03.03;Abandon / Absence de fauche;U;A04.03;Abandon de systèmes pastoraux, sous-pâturage;N;3;Défavorable mauvais;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2581;2581;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,94;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2583;2583;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,5;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2584;2584;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,26;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2585;2585;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,69;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2586;2586;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,84;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2587;2587;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;0,9;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2588;2588;FR8201720;GOL_PEL;Pelouse des parcs golfs;100;1,21;O;oui;;-1;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;non renseigné;pelouses anthropisées;NC;NC;non concerné;NC;non concerné;85.12;Pelouses de parcs;E2.64;Pelouses des parcs;-1;non renseigné;NR;non renseigné;U;G02.01;Terrain de golf;U;-1;Non renseigné;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2589;2589;FR8201720;QUE_ROB2;Chênaie sessiliflore (-hêtraie) acidophile mésophile;100;0,64;O;oui;;20676;Quercion roboris;Malcuit 1929;Quercenion robori-petraeae;Rivas Mart. 1975;non renseigné;non renseigné;Boisement feuillu  (mésophile à sec);IC;9110;Hêtraies du Luzulo-Fagetum;9110-1;Hêtraies, hêtraies-chênaies acidiphiles collinéennes;41.111;Hêtraies collinéennes à Luzule;G1.611;Hêtraies collinéennes médio-européennes à Luzule;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2590;2590;FR8201720;CEP_FAG;Hêtraies et hêtraies-pinèdes sylvestres semisèches à céphalanthères (Cephalanthera spp.) des sols calcaires ou peu acides;100;0,34;O;oui;;31669;Cephalanthero damasonii-Fagion sylvaticae;(Tüxen 1955) Willner 2002;non renseigné;non renseigné;non renseigné;non renseigné;Forêts;IC;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;9150;Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion;41.16;Hêtraies sur calcaire;G1.66;Hêtraies calcicoles médio-européennes;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2591;2591;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;3,74;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2592;2592;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;6,52;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2594;2594;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;4,82;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
2595;2595;FR8201720;CAR_FAG;Charmaies-chênaies et hêtraies-chênaies collinéennes mésophiles (et faciès à Castanea sativa) des sols peu acides à basiques;100;1,86;O;oui;;31640;Carpino betuli-Fagion sylvaticae;R. Boeuf, Renaux & J.-M. Royer in R. Boeuf 2011;non renseigné;non renseigné;non renseigné;non renseigné;boisement feuillu  (mésophile à sec);IC;9130;Hêtraies de l'Asperulo-Fagetum;9130;Hêtraies de l'Asperulo-Fagetum;41.2;Chênaies-charmaies;G1.A1;Boisements sur sols eutrophes et mésotrophes à Quercus, Fraxinus et Carpinus betulus;1;stable;NR;non renseigné;U;B;Sylviculture et opérations forestières;N;1;Favorable;NR;non renseigné;U;-1;Non renseigné;;;;;;;;;;;;;;;;;;;;;;;;;
